y1,y2,y3
-0.2935092853959146,-1.1941538160332397,-0.10665040854032055
-1.2551227400596026,0.5201669830155062,0.6110249452880725
0.029465611282980086,0.6779142298244512,1.359929393068775
0.4688742576813396,-1.0942676332901653,-0.32959317997455284
0.47045695787776654,1.7226768394029768,-1.2436000220863583
1.0208647532392263,-0.9619180257405338,-1.5746430302558432
-2.44507994268149,0.13486471666899189,2.347687472712981
-0.12376212438024461,0.10397231918126898,-0.016062020581873837
-0.28220968794835377,-0.723505895443987,-0.04300082286978904
0.9821779701398424,1.0169885375592767,-2.1654264135961263
-0.22983490903094228,-1.6464438990155368,1.1136335417913594
0.4479943868990605,0.3091407980934812,0.6852965190070462
-0.9746571094743346,-1.3445522561630827,-0.8227067657220939
0.8688935231319532,-2.36985504940532,-1.0288305447829815
-0.4606993273086997,1.7579902430111556,-0.04478794776670303
-1.2301314201981692,-1.125337006565268,1.159714101300067
0.3373330181535547,0.8563811035870547,-0.5998283814042837
0.9464399659779126,1.1999313034358452,0.8402671342353895
1.012595072688957,-0.7495719019869302,-0.8268327775485917
0.014634904148235685,1.955038951563361,1.6259341949597035
-2.013292008295715,1.3171035441284409,0.564680793027561
-0.810806781735995,1.4558189089252074,2.2103741691890386
-0.2775580685881927,0.4056583839787382,2.044885636256911
0.7982912073983436,-0.8589144582741323,0.3128947840319675
-0.5481760371690948,-0.37516703817822417,1.2339423147544457
-0.9338127716306948,1.9762357488313587,2.131236604754858
1.1908805516247438,2.3016676064845814,1.3150013725821679
1.0183609337188435,-2.0025148779312922,-1.7844901630390968
-0.16306606826441983,-0.5076550761880421,0.6699257757949342
-0.7180422132115849,-1.5011893142129844,-0.3293162627295978
0.9170176328797383,0.23038766528829774,-0.8549717901336917
0.6286765612127019,0.33620898215510087,-0.5216165031308146
0.6567849500201701,-0.30879618577782875,-0.606703409927253
-0.7184577907596152,-2.0438532229122237,-0.6415909651187035
1.8318451735846586,-0.5876998245576885,-1.05527312036023
1.2941842095580438,0.8821660178711788,-1.293782186855922
0.2956425998565103,-0.23372661447695853,0.2830424701421934
1.4449519421931898,-1.0092862880878701,0.18113698308624115
0.8200579440621184,-0.4687008332361742,-1.2171031040560596
-0.5328536442684498,1.720527965775813,1.5443540881413025
0.06827862253101646,0.22361323654347265,0.81030511625413
-0.9091347408500672,-0.6837014951466142,3.6391588985571155
0.9153313740645519,-0.09974751924585906,0.04823043108712706
-3.2760312322148337,1.6506720608521062,2.091970271327498
1.398357958251742,1.6221004115807731,-0.7004229148297734
-0.9146264173288334,1.287696181309376,0.6300366892695852
-1.163132195056976,-0.9140610674276728,0.5999070591922355
