z1,z2,z3
-0.05351696687182108,-0.700534058570091,-0.8466441311211507
1.2559348067890534,-0.4697501915249966,1.1928028094127854
0.33603652645493987,0.09498122263528934,-1.110934433478607
-1.0219398496011947,-1.9163793135252545,0.4801510161974679
0.390024278462333,0.9322954619172199,-1.901520082854369
-0.1949880963603248,-1.0178732565193258,-1.120872268082671
-1.3244023774849876,0.984338445960908,-0.18405079169270708
-0.8973381112285408,0.7075978643246635,0.884387195361773
-1.0356051450063346,0.09336041855068006,0.560069623124146
-0.3143946553408244,-1.4818668507831434,0.7831555404081759
-0.8057758974626716,-0.6665064175009582,-0.7094565142332752
-0.973210995778743,1.0979806507166063,0.3320955338365821
0.20868293676284846,-0.46148105498458825,-0.09538493100215556
-1.974019268248139,-2.049684235038384,1.6574285590790905
-0.5458034070247292,1.9860010739898117,-0.8177627857904649
-0.24493721679911187,-0.09862807768969181,-1.4272155226243812
0.539283576489758,0.2872751059906186,-1.1453305053048077
-0.4320285592426383,2.3664899028405864,-1.4151162686365801
0.028641933055539266,-1.5127900921651647,-0.7356385580745504
-0.7333892208234268,0.9149271042598696,-0.2183729666762945
2.7346850541846597,0.4425667082373835,-0.4035722284388757
0.2533403095250252,-0.5492331320478137,-1.5403500318190328
-1.653924092375442,0.4291139246618457,-1.0047534755125394
-0.0341315418666422,0.23579233698507013,1.9952302928708234
-0.3494869708178112,-1.190966584070714,0.2934865825218211
0.19295446902740349,2.6080964478955364,2.0628073213897804
-0.3266162420359093,2.1723102847012035,-0.09260799195138425
0.6452381174040376,-1.1276898832680033,-0.15652390442560643
0.6193936092920608,-0.5652533204154229,-0.6318124527856125
0.30453263670906117,-1.0631243660456453,-1.2176933434440018
1.3180790082394631,0.23327971156578273,1.3478325313513198
-1.7328455428688778,1.2142356326297699,0.44076691664884143
0.04443566576565272,-0.11683340261081197,0.6989445223156695
0.33123939651657486,0.9902489033927329,-0.8819136063101858
-0.8968574095104747,0.06426019538171418,-1.1232510757702467
1.4705368411490296,0.6218785659492083,0.061842604756256137
0.24896744945696106,1.072964558885086,-0.7992076014965162
0.8959888804975125,-1.214265987332007,-0.7130043361284641
-0.07769089752264907,-0.7590424045025652,-0.965961414807976
0.5325426109688797,-0.7966576851860543,-1.1750861582903376
-1.0574982350032065,-0.030018399862172404,0.24161753046587195
0.03586881176970736,1.7310926461363543,0.4855374319040475
0.3645163948711896,0.7332852285791435,-1.2131316702536892
1.547352104704439,1.5170759574820836,0.9794662341266864
2.4776941585565466,0.9463315197228519,-0.6178754728436192
1.1728104434623736,0.5321314139619326,0.6063360776676646
-0.49931217232688874,0.1814766371111426,-1.6452111234880569
1.4272928746756837,0.9607133209676242,0.4166978195724883
2.175939193290037,0.520295542995847,2.039112966420253
0.44915869835245886,0.34729326276985867,0.247513425208579
1.9620112582707931,-0.7384770103814114,-0.828438317499896
-0.7764885923213133,-0.30998658995287465,0.0010616512901367432
0.4713137619770016,2.2329571767549248,0.8060498853569552
0.4568644756780721,2.9056425709686873,-2.0367548842028667
